k, 10, 25, 50, 100, 150, 175, 200, 500, 
3, 216, 228, 278, 268, 293, 305, 299, 297, 
3, 286, 223, 297, 277, 274, 281, 279, 305, 
3, 209, 297, 242, 275, 292, 270, 304, 292, 
3, 279, 260, 253, 299, 303, 300, 299, 316, 
3, 174, 252, 243, 279, 298, 286, 289, 300, 
3, 203, 248, 275, 308, 306, 293, 309, 310, 
3, 247, 265, 280, 299, 275, 284, 314, 292, 
3, 178, 193, 254, 300, 313, 293, 269, 305, 
3, 226, 265, 295, 296, 270, 309, 280, 297, 
3, 227, 286, 302, 257, 317, 294, 297, 304, 
5, 165, 150, 181, 212, 225, 189, 277, 228, 
5, 165, 194, 166, 208, 240, 227, 199, 270, 
5, 156, 206, 200, 182, 199, 197, 212, 196, 
5, 157, 148, 192, 210, 188, 190, 276, 198, 
5, 99, 199, 201, 186, 230, 221, 227, 218, 
5, 175, 203, 191, 200, 199, 182, 209, 210, 
5, 145, 200, 205, 202, 199, 199, 218, 271, 
5, 211, 193, 224, 220, 204, 205, 209, 186, 
5, 203, 202, 189, 209, 210, 191, 235, 192, 
5, 159, 154, 184, 244, 186, 204, 215, 212, 
10, 0, 103, 120, 133, 161, 150, 156, 157, 
10, 0, 125, 140, 141, 139, 167, 160, 159, 
10, 0, 115, 147, 138, 159, 145, 142, 170, 
10, 0, 138, 118, 123, 155, 145, 145, 145, 
10, 0, 118, 132, 152, 134, 149, 161, 161, 
10, 0, 129, 138, 148, 168, 138, 139, 150, 
10, 0, 128, 135, 141, 154, 139, 146, 145, 
10, 0, 135, 124, 141, 136, 138, 153, 163, 
10, 0, 103, 126, 142, 159, 150, 170, 150, 
10, 0, 81, 156, 128, 179, 137, 152, 178, 
20, 0, 48, 82, 95, 101, 95, 109, 107, 
20, 0, 39, 89, 94, 91, 93, 106, 105, 
20, 0, 43, 83, 90, 100, 98, 103, 113, 
20, 0, 55, 79, 94, 107, 99, 99, 106, 
20, 0, 51, 100, 98, 101, 107, 103, 98, 
20, 0, 54, 74, 109, 94, 99, 108, 110, 
20, 0, 53, 70, 97, 103, 110, 116, 101, 
20, 0, 38, 83, 100, 102, 98, 103, 99, 
20, 0, 42, 83, 92, 104, 95, 106, 106, 
20, 0, 59, 84, 101, 95, 107, 101, 115, 
